objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,display_template,filename,object_location,image_small,image_thumb,extension,box_num,folder_num,id_num
ce_b25_f4-item5,,Les Eyzies transcript,,,N/A,,"Transcript of conversation between Byers, Bordes, Tixier, and Crabtree at the Les Eyzies conference. They analyze thumbnail scraper artifacts from Bullbrook.",professional correspondence; conferences; lithic technology; film; experimental archaeology; artifact analysis; flintknapping,"Crabtree, Donald ""Don"" E.",,,,,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B25_F4-Item5,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,transcript,Text,application/pdf,,archives,pdf,CE_B25_F4-Item5.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B25_F4-Item5.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b25_f4-item5_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b25_f4-item5_th.jpg,pdf,B25,F4,F4-Item5
ce_b25_f4-item6,,Les Eyzies transcript,,,N/A,,Transcript of conversation between Bordes and Jelinek. They analyze Poverty Point material and discuss the evidence of the flintknapping technique involved in their creation.,professional correspondence; conferences; lithic technology; film; transcript; flintknapping; experimental archaeology; artifact analysis,"Crabtree, Donald ""Don"" E.",,,,,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B25_F4-Item6,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,transcript,Text,application/pdf,,archives,pdf,CE_B25_F4-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B25_F4-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b25_f4-item6_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b25_f4-item6_th.jpg,pdf,B25,F4,F4-Item6
ce_b25_f4-item7,,Letter from Evelyn Crabtree to Earl,"Crabtree, Evelyn",1966-11-14,1966-11-14,,Letter discussing the edits Evelyn made to the transcript of the Les Eyzies conference. Evelyn notes the reels are too hard to hear and where balances of the reel need to occur.,professional correspondence; conferences; lithic technology; film; experimental archaeology; transcript; copyedit,Earl,"Bordes, Francois; Crabtree, Donald; Doug; Irving","Kimberly, Idaho",42.86404721001556,-112.44863212006555,,,,CE_B25_F4-Item7,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,letter,Text,application/pdf,,archives,pdf,CE_B25_F4-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B25_F4-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b25_f4-item7_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b25_f4-item7_th.jpg,pdf,B25,F4,F4-Item7
ce_b25_f4-item8,,Transcript page,,,N/A,,"Transcript from the Les Eyzies film. It is unknown who is speaking, but they discuss the flintknapping technique evidenced from an artifact.",professional correspondence; conferences; lithic technology; film; experimental archaeology; transcript; artifact analysis,"Crabtree, Donald ""Don"" E.",,,,,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B25_F4-Item8,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,transcript,Text,application/pdf,,archives,pdf,CE_B25_F4-Item8.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B25_F4-Item8.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b25_f4-item8_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b25_f4-item8_th.jpg,pdf,B25,F4,F4-Item8
ce_b25_f4-item9,,Table of Contents,,1964-11-01,1964-11-01,yes,"Table of contents for the Lithic technology conference in Les Eyzies, France.",professional correspondence; conferences; lithic technology; film; experimental archaeology; table of contents,"Crabtree, Donald ""Don"" E.",,,,,"Kimberly, Idaho",42.86404721001556,-112.44863212006555,CE_B25_F4-Item9,"8.5""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,table of contents,Text,application/pdf,,archives,pdf,CE_B25_F4-Item9.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B25_F4-Item9.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b25_f4-item9_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b25_f4-item9_th.jpg,pdf,B25,F4,F4-Item9
ce_b26_f1-item1,,A part of the script and transcription (1-115) for a film by Don Crabtree on flintknapping,"Crabtree, Donald ""Don"" E.",,N/A,,"A part of the script and transcription (1-115) for a film by Don Crabtree on flintknapping. It includes direction and commentary from Crabtree and other experts, such as Alan Smith, Jacques Tixier, Francois Bordes, Richard Dougherty, Marie Wormington and more. The script is annotated with potential edits.",film; script; flintknapping; experimental archaeology,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Smith, Alan; Tixier, Jacques; Bordes, Francois; Dougherty, Richard; Irwin, Henry; Wormington, Marie; Smith, Phil; Jelinek, Art",,,,,,,CE_B26_F1-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F1-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F1-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f1-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f1-item1_th.jpg,pdf,B26,F1,F1-Item1
ce_b26_f2-item1,,A part of the script and transcription (116-214) for a film by Don Crabtree on flintknapping,"Crabtree, Donald ""Don"" E.",,N/A,,"A part of the script and transcription (116-214) for a film by Don Crabtree on flintknapping. It includes direction and commentary from Crabtree and other experts, such as Marie Wormington, Francois Bordes, Jacques Tixier, Henry Irwin, Phil Smith, Cynthia Irwin-Williams, Art Jelinek, Joe Ben Wheat, and more. The script is annotated with potential edits. One page in this section was not scanned, it was too large for scanners that were available for this project.",film; script; flintknapping; experimental archaeology,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Smith, Alan; Tixier, Jacques; Bordes, Francois; Dougherty, Richard; Irwin, Henry; Wormington, Marie; Smith, Phil; Jelinek, Art; Irwin-Williams, Cynthia; Wheat, Joe Ben",,,,,,,CE_B26_F2-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F2-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F2-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f2-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f2-item1_th.jpg,pdf,B26,F2,F2-Item1
ce_b26_f3-item1,,A copy of part of the script and transcription (116-214) for a film by Don Crabtree on flintknapping,"Crabtree, Donald ""Don"" E.",,N/A,,"A copy of part of the script and transcription (116-214) for a film by Don Crabtree on flintknapping. It includes direction and commentary from Crabtree and other experts, such as Marie Wormington, Francois Bordes, Jacques Tixier, Henry Irwin, Phil Smith, Cynthia Irwin-Williams, Art Jelinek, Joe Ben Wheat, and more. The script is annotated with potential edits.",film; script; flintknapping; experimental archaeology,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Smith, Alan; Tixier, Jacques; Bordes, Francois; Dougherty, Richard; Irwin, Henry; Wormington, Marie; Smith, Phil; Jelinek, Art; Irwin-Williams, Cynthia; Wheat, Joe Ben",,,,,,,CE_B26_F3-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F3-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F3-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f3-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f3-item1_th.jpg,pdf,B26,F3,F3-Item1
ce_b26_f4-item12,,Letter from Don Crabtree to Ruth Dee Simpson,"Crabtree, Donald ""Don"" E.",1966-01-17,1966-01-17,,Letter from Don Crabtree to Ruth Dee Simpson politely declining her offer to participate in a demonstration for her project; he is too busy to travel at the moment.,demonstrations; Folsom; Tebiwa; travel,"Simpson, Ruth Dee","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Yermo, California",34.906755530145574,-116.83779062727652,CE_B26_F4-Item12,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item12.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item12.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item12_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item12_th.jpg,pdf,B26,F4,F4-Item12
ce_b26_f4-item13,,Handwritten letter from Ruth Dee Simpson to Don Crabtree and others,"Simpson, Ruth Dee",1966-02-03,1966-02-03,,Handwritten letter from Ruth Dee Simpson to Don Crabtree and others; she writes that she is looking forward to their visit and participation in a demonstration for her project.,demonstrations; handwritten; travel; National Geographic Society,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Wormington, Marie","Yermo, California",34.906614753208494,-116.83813394999773,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item13,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item13.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item13.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item13_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item13_th.jpg,pdf,B26,F4,F4-Item13
ce_b26_f4-item14,,Copy of a letter from Don Crabtree Leonard Carmichael,"Crabtree, Donald ""Don"" E.",1966-04-02,1966-04-02,,Copy of a letter from Don Crabtree Leonard Carmichael where Crabtree reports on his visits and observations at the Mannix Site. He concludes that he is unable to definitively confirm the artefacts found that as man-made or of natural origin.,Mannix; flintknapping; lithic technology; toolmaking industry; National Geographic Society,"Carmichael, Leonard","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Carmichael, Leonard","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Washington, D.C.",38.90538244849646,-77.0376555618718,CE_B26_F4-Item14,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item14.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item14.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item14_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item14_th.jpg,pdf,B26,F4,F4-Item14
ce_b26_f4-item15,,Letter from Don Crabtree to Ruth Dee Simpson,"Crabtree, Donald ""Don"" E.",1966-08-20,1966-08-20,,Letter from Don Crabtree to Ruth Dee Simpson congratulating her for her project's scholarship extension. He also tentatively makes plans to meet with her at a later date.,travel; Swanson; National Geographic Society,"Simpson, Ruth Dee","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Swanson, Earl, Longacre, Bill; Martin, Paul; Irwin-Williams, Cynthia; Wheat, Joe Ben","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Pasadena, California",34.12946330670305,-118.13157916194996,CE_B26_F4-Item15,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item15.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item15.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item15_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item15_th.jpg,pdf,B26,F4,F4-Item15
ce_b26_f4-item16,,Handwritten letter from Ruth Dee Simpson to Don Crabtree,"Simpson, Ruth Dee",1966-08-12,1966-08-12,,Handwritten letter from Ruth Dee Simpson to Don Crabtree regarding recent work happenings and tentative plans to meet.,travel; symposium; handwritten,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee","Pasadena, California",34.12946330670305,-118.13157916194996,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item16,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item16.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item16.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item16_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item16_th.jpg,pdf,B26,F4,F4-Item16
ce_b26_f4-item17,,Letter from Ruth Dee Simpson to Don Crabtree,"Simpson, Ruth Dee",,N/A,,Letter from Ruth Dee Simpson to Don Crabtree regarding an excavation in the Calico Mountains; she asks if Crabtree would be willing to travel to the site in order to analyze what they've found.,travel; Calico Mountains; excavation (sites),"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis; Smith, Gerald A.","Bloomington, California",34.07127457242561,-117.22356548889428,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item17,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item17.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item17.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item17_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item17_th.jpg,pdf,B26,F4,F4-Item17
ce_b26_f4-item18,,Letter from Don Crabtree to Ruth Dee Simpson,"Crabtree, Donald ""Don"" E.",,N/A,,Handwritten letter from Don Crabtree to Ruth Dee Simpson giving advice on her current projects.,travel; lithic technology,"Simpson, Ruth Dee","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Bloomington, California",34.07127457242561,-117.22356548889428,CE_B26_F4-Item18,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item18.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item18.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item18_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item18_th.jpg,pdf,B26,F4,F4-Item18
ce_b26_f4-item19,,Letter from Mrs. Arnold Travis to Don Crabtree,"Travis, Arnold",1970-08-12,1970-08-12,,"Letter from Mrs. Arnold Travis to Don Crabtree regarding the fees associated with attending the Calico Conference, including lodging and registration.",Calico Mountains; Calico; conferences; symposium; travel,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Travis, Arnold; Clements, Thomas; Schuiling, Walter","Bloomington, California",34.07127457242561,-117.22356548889428,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item19,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item19.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item19.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item19_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item19_th.jpg,pdf,B26,F4,F4-Item19
ce_b26_f4-item2,,A newspaper article regarding debate on the origin of the artifacts found at the Calico site,"Haynes, Vance; Simpson, Ruth",1973-07-27,1973-07-27,,"A newspaper article regarding debate on the origin of the artifacts found at the Calico site. The article explains the background and findings of the site, and attempts to characterize the lithic specimens there as either man-made or naturally-formed. The article is cut off.",Calico; artifacts; geofacts; excavation (sites); lithic technology; stone tools,"Crabtree, Donald ""Don"" E.","Haynes, Vance; Simpson, Ruth Dee; Sayles, Ritner; Leakey, Louis; Oakley, K.P.; Jelinek, Art",,,,,,,CE_B26_F4-Item2,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item2.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item2.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item2_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item2_th.jpg,pdf,B26,F4,F4-Item2
ce_b26_f4-item20,,A tentative program for the Calico Conference regarding Calico Mountains excavations,,,1905-05-23 (date issue?),yes,A tentative program for the Calico Conference regarding Calico Mountains excavations.,Calico; Calico conferences; symposium,,,,,,,,,CE_B26_F4-Item20,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item20.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item20.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item20_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item20_th.jpg,pdf,B26,F4,F4-Item20
ce_b26_f4-item21,,Letter from Don Crabtree to Mrs. Arnold Travis,"Crabtree, Donald ""Don"" E.",1970-10-01,1970-10-01,,Letter from Don Crabtree to Mrs. Arnold Travis politely declining an invitation to the upcoming Calico Conference; he is concerned for his wife's health and must stay with her.,Calico conferences; symposium; health; lithic technology,"Travis, Arnold","Crabtree, Donald ""Don"" E.; Travis, Arnold; Crabtree, Evelyn; Bordes, Francois","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Los Angeles, California",34.06245687202098,-118.27725211218234,CE_B26_F4-Item21,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item21.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item21.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item21_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item21_th.jpg,pdf,B26,F4,F4-Item21
ce_b26_f4-item22,,Letter from Ruth Dee Simpson to the crew who worked the Calico Site,"Simpson, Ruth Dee",,N/A,,Letter from Ruth Dee Simpson to the crew who worked the Calico Site inviting all to attend a get-together at the Golden Embers.,Calico; travel,,"Simpson, Ruth; Leakey, Louis",,,,,,,CE_B26_F4-Item22,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item22.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item22.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item22_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item22_th.jpg,pdf,B26,F4,F4-Item22
ce_b26_f4-item23,,List of scientists attending the Calico Conference,,,1905-05-23 (date issue?),yes,List of scientists attending the Calico Conference; the list is split into confirmed attendees and unconfirmed guests.,Calico conferences,,"Simpson, Ruth; Leakey, Louis",,,,,,,CE_B26_F4-Item23,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item23.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item23.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item23_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item23_th.jpg,pdf,B26,F4,F4-Item23
ce_b26_f4-item3,,Letter from Don Crabtree to Ruth Dee Simpson,"Crabtree, Donald ""Don"" E.",1965-03-09,1965-03-09,yes,Letter from Don Crabtree to Ruth Dee Simpson apologizing for being unable to visit her excavation. He intends to make tentative plans to visit once his schedule is clear.,Calico; travel; excavation (sites),"Simpson, Ruth Dee","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis; Swanson, Earl; Barns, Leona","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Yermo, California",34.906614753208494,-116.83813394999773,CE_B26_F4-Item3,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item3.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item3.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item3_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item3_th.jpg,pdf,B26,F4,F4-Item3
ce_b26_f4-item4,,A newspaper article regarding debate on the origin of the artifacts found at the Calico site,"Haynes, Vance; Simpson, Ruth",1973-07-27,1973-07-27,,"A newspaper article regarding debate on the origin of the artifacts found at the Calico site. The article explains the background and findings of the site, and attempts to characterize the lithic specimens there as either man-made or naturally-formed. The article is cut off. Attached is a note from Ruth Dee Simpson asking for Don Crabtree's help determining the artifact origins.",Calico; artifacts; geofacts; excavation (sites); lithic technology; stone tools,"Crabtree, Donald ""Don"" E.","Haynes, Vance; Simpson, Ruth Dee; Sayles, Ritner; Leakey, Louis; Oakley, K.P.; Jelinek, Art",,,,,,,CE_B26_F4-Item4,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item4.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item4.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item4_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item4_th.jpg,pdf,B26,F4,F4-Item4
ce_b26_f4-item5,,Letter from Ruth Dee Simpson to Expedition Associates of the Calico Site,"Simpson, Ruth Dee",,1905-05-23 (date issue?),yes,Letter from Ruth Dee Simpson to Expedition Associates of the Calico Site inviting all who is able to attend a lecture to be given by Louis Leakey.,Calico; lectures; excavation (sites),,"Simpson, Ruth; Leakey, Louis",,,,,,,CE_B26_F4-Item5,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item5.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item5.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item5_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item5_th.jpg,pdf,B26,F4,F4-Item5
ce_b26_f4-item5a,,Letter from Ruth Dee Simpson to Don Crabtree,"Simpson, Ruth Dee",1965-04-06,1965-04-06,,Letter from Ruth Dee Simpson to Don Crabtree updating him on her excavation of the Calico site.,Calico; National Geographic Society; travel; excavation (sites),"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis","Bloomington, California",34.07127457242561,-117.22356548889428,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item5a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item5a.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item5a.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item5a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item5a_th.jpg,pdf,B26,F4,F4-Item5a
ce_b26_f4-item6,,Handwritten letter from Ruth Dee Simpson to Don Crabtree,"Simpson, Ruth Dee",1965-06-28,1965-06-28,,Handwritten letter from Ruth Dee Simpson to Don Crabtree regarding her return home and recent successes in the Calico project and excavation.,Calico; National Geographic Society; travel; excavation (sites); lectures,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis","Pasadena, California",34.12946330670305,-118.13157916194996,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item6,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item6_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item6_th.jpg,pdf,B26,F4,F4-Item6
